ds,yhat,yhat_lower,yhat_upper
2020-02-15,190520.3556397514,83360.20881357715,298232.2291436771
2020-02-16,238771.74431022303,129855.50263734539,345902.60692248575
2020-02-17,185583.9782031342,67515.5735831048,300027.0796054548
2020-02-18,2763.049744304124,-111743.13809646077,107650.71744423342
2020-02-19,109700.83076526262,-7546.51118970717,228623.07796641812
2020-02-20,201178.67915557366,87264.49452728836,317236.73031028203
2020-02-21,259871.72672654333,143121.01654715877,374721.5980945404
2020-02-22,232344.75122700178,120698.80165275991,347517.3221642169
2020-02-23,278700.8179390283,159375.3858040363,389898.95171760285
2020-02-24,222473.1515397538,103162.42205358286,329832.4055552686
2020-02-25,35590.48735093142,-74772.76030540686,146407.92977274436
2020-02-26,137595.29653779767,21253.05075956914,246586.43409880743
2020-02-27,223442.65078919794,112224.25546745694,342552.16456075956
2020-02-28,275999.1523242397,164324.68321092927,380666.4255507029
2020-02-29,242032.990482398,126304.76383422712,348017.4721514438
2020-03-01,281856.4806419838,163680.48337598238,392088.21596144786
2020-03-02,219211.72349237866,97376.60243422892,327456.44801859313
2020-03-03,26229.813086705864,-82099.0854675146,134524.55801050886
2020-03-04,122643.16435616073,22613.250455760313,242097.6679680537
2020-03-05,203578.89352396657,86670.21747417329,314559.97675482655
2020-03-06,252052.83221893752,131877.80786076305,367592.9448532589
2020-03-07,214955.37419498112,105807.66229872085,334288.090164683
2020-03-08,252690.62686139086,134658.59286918803,370249.3748323082
